"participant_id","participant_group","age_yrs","edu_year","letterstring_response_id","itemid","alphabet","A","B","C","D","response","rt","correct"
3785,"child",8,5,1054,1003,"Latin","e f","e h","k l","kn","kn",23909,1
3779,"child",8,5,1055,1003,"Symbol","@ %","@ ^","# ~","#{","#$",15144,0
3785,"child",8,5,1056,1004,"Latin","d e","d f f","g h","gii","gii",25757,1
3779,"child",8,5,1057,1004,"Symbol","! ^","! # #","$ {","$??","$??",13952,1
3779,"child",8,5,1058,1005,"Symbol","^ #","! #","? ? : :","{{::","{{::",23741,1
3785,"child",8,5,1059,1005,"Latin","c d","b d","m m n n","llnn","n",53426,0
3790,"child",8,4,1060,101,"Latin","a","b","j","k","k",37666,1
3790,"child",8,4,1061,102,"Latin","c d","c d d","j k","jkk","jkk",28855,1
3790,"child",8,4,1062,1001,"Latin","a b","a c","g h","gi","gi",20945,1
3785,"child",8,5,1063,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",146501,1
3790,"child",8,4,1064,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",45606,1
3790,"child",8,4,1065,1003,"Latin","e f","e h","k l","kn","kn",21452,1
3790,"child",8,4,1066,1004,"Latin","d e","d f f","g h","gii","gii",83542,1
3785,"child",8,5,1067,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&lambda;&lambda;",164640,0
3785,"child",8,5,1068,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&mu;",66290,1
3790,"child",8,4,1069,1005,"Latin","c d","b d","m m n n","llnn","oonn",119687,0
3795,"child",8,4,1070,101,"Latin","a","b","j","k","k",29220,1
3795,"child",8,4,1071,102,"Latin","c d","c d d","j k","jkk","",304,0
3785,"child",8,5,1072,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",79255,1
3795,"child",8,4,1073,1001,"Latin","a b","a c","g h","gi","k",29220,0
3795,"child",8,4,1074,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",25531,1
3790,"child",8,4,1075,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",78574,1
3785,"child",8,5,1076,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&mu;&mu;&xi;&xi;",76264,1
3795,"child",8,4,1077,1003,"Latin","e f","e h","k l","kn","kn",59716,1
3795,"child",8,4,1078,1004,"Latin","d e","d f f","g h","gii","gii",23285,1
3785,"child",8,5,1079,1001,"Symbol","* @","* %","~ $","~{","~{",40503,1
3790,"child",8,4,1080,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",88126,1
3790,"child",8,4,1081,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","",272,0
3795,"child",8,4,1082,1005,"Latin","c d","b d","m m n n","llnn","llnn",35265,1
3785,"child",8,5,1083,1002,"Symbol","% !","% % ^ ^","? :","??]]","??]]",35755,1
3790,"child",8,4,1084,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",44806,1
3785,"child",8,5,1085,1003,"Symbol","@ %","@ ^","# ~","#{","#{",34768,1
3795,"child",8,4,1086,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",31202,1
3795,"child",8,4,1087,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",24480,1
3785,"child",8,5,1088,1004,"Symbol","! ^","! # #","$ {","$??","$??",35154,1
3795,"child",8,4,1089,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&lambda;",32871,0
3795,"child",8,4,1090,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",24087,1
3790,"child",8,4,1091,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&lambda;&lambda;&xi;&xi;",120612,0
3795,"child",8,4,1092,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&mu;&mu;&xi;&xi;",81936,1
3790,"child",8,4,1093,1001,"Symbol","* @","* %","~ $","~{","~{",52188,1
3795,"child",8,4,1094,1001,"Symbol","* @","* %","~ $","~{","~{",28368,1
3785,"child",8,5,1095,1005,"Symbol","^ #","! #","? ? : :","{{::","{{",175460,0
3795,"child",8,4,1096,1002,"Symbol","% !","% % ^ ^","? :","??]]","??]]",36400,1
3795,"child",8,4,1097,1003,"Symbol","@ %","@ ^","# ~","#{","#{",31654,1
3795,"child",8,4,1098,1004,"Symbol","! ^","! # #","$ {","$??","$??",24950,1
3798,"child",8,4,1099,101,"Latin","a","b","j","k","k",14343,1
3798,"child",8,4,1100,102,"Latin","c d","c d d","j k","jkk","jkk",23865,1
3795,"child",8,4,1101,1005,"Symbol","^ #","! #","? ? : :","{{::","{{::",35023,1
3798,"child",8,4,1102,1001,"Latin","a b","a c","g h","gi","gi",11766,1
3798,"child",8,4,1103,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",27444,1
3798,"child",8,4,1104,1003,"Latin","e f","e h","k l","kn","km",32803,0
3790,"child",8,4,1105,1002,"Symbol","% !","% % ^ ^","? :","??]]","??]",254967,0
3798,"child",8,4,1106,1004,"Latin","d e","d f f","g h","gii","gii",26352,1
3798,"child",8,4,1107,1005,"Latin","c d","b d","m m n n","llnn","lloo",42644,0
3798,"child",8,4,1108,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",31436,1
3790,"child",8,4,1109,1003,"Symbol","@ %","@ ^","# ~","#{","#{",90454,1
3798,"child",8,4,1110,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",17337,1
3798,"child",8,4,1111,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&mu;",8196,1
3790,"child",8,4,1112,1004,"Symbol","! ^","! # #","$ {","$??","$??",41561,1
3790,"child",8,4,1113,1005,"Symbol","^ #","! #","? ? : :","{{::","",1324,0
3798,"child",8,4,1114,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",20071,1
3799,"child",8,5,1115,101,"Latin","a","b","j","k","k",21637,1
3799,"child",8,5,1116,102,"Latin","c d","c d d","j k","jkk","jkk",12066,1
3798,"child",8,4,1117,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&mu;&mu;&xi;&xi;",34946,1
3799,"child",8,5,1118,1001,"Latin","a b","a c","g h","gi","gi",7898,1
3798,"child",8,4,1119,1001,"Symbol","* @","* %","~ $","~{","~{",16286,1
3799,"child",8,5,1120,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",16127,1
3799,"child",8,5,1121,1003,"Latin","e f","e h","k l","kn","kn",28583,1
3799,"child",8,5,1122,1004,"Latin","d e","d f f","g h","gii","gii",14854,1
3800,"child",9,5,1123,101,"Latin","a","b","j","k","k",23546,1
3798,"child",8,4,1124,1002,"Symbol","% !","% % ^ ^","? :","??]]","??]]",62273,1
3800,"child",9,5,1125,102,"Latin","c d","c d d","j k","jkk","jkk",16242,1
3798,"child",8,4,1126,1003,"Symbol","@ %","@ ^","# ~","#{","#{",10278,1
3798,"child",8,4,1127,1004,"Symbol","! ^","! # #","$ {","$??","$??",12648,1
3800,"child",9,5,1128,1001,"Latin","a b","a c","g h","gi","gi",26293,1
3799,"child",8,5,1129,1005,"Latin","c d","b d","m m n n","llnn","klnn",51689,0
3798,"child",8,4,1130,1005,"Symbol","^ #","! #","? ? : :","{{::","{{::",30637,1
3799,"child",8,5,1131,1001,"Greek","&alpha; &beta;","&alpha; &gamma;","&zeta; &eta;","&zeta;&theta;","&zeta;&theta;",15823,1
3800,"child",9,5,1132,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",40182,1
3799,"child",8,5,1133,1002,"Greek","&gamma; &delta;","&gamma; &gamma; &epsilon; &epsilon;","&kappa; &lambda;","&kappa;&kappa;&mu;&mu;","&kappa;&kappa;&mu;&mu;",17802,1
3799,"child",8,5,1134,1003,"Greek","&epsilon; &zeta;","&epsilon; &theta;","&iota; &kappa;","&iota;&mu;","&iota;&mu;",37177,1
3800,"child",9,5,1135,1003,"Latin","e f","e h","k l","kn","kn",60148,1
3799,"child",8,5,1136,1004,"Greek","&eta; &theta;","&eta; &iota; &iota;","&lambda; &mu;","&lambda;&nu;&nu;","&lambda;&nu;&nu;",11014,1
3800,"child",9,5,1137,1004,"Latin","d e","d f f","g h","gii","gii",30657,1
3801,"child",9,5,1138,101,"Latin","a","b","j","k","k",16689,1
3801,"child",9,5,1139,102,"Latin","c d","c d d","j k","jkk","jkk",10889,1
3799,"child",8,5,1140,1005,"Greek","&beta; &gamma;","&alpha; &gamma;","&nu; &nu; &xi; &xi;","&mu;&mu;&xi;&xi;","&mu;&mu;&xi;&xi;",53142,1
3801,"child",9,5,1141,1001,"Latin","a b","a c","g h","gi","gi",15103,1
3799,"child",8,5,1142,1001,"Symbol","* @","* %","~ $","~{","~{",11481,1
3799,"child",8,5,1143,1002,"Symbol","% !","% % ^ ^","? :","??]]","??]]",11950,1
3801,"child",9,5,1144,1002,"Latin","c d","c c e e","m n","mmoo","mmoo",23020,1
3800,"child",9,5,1145,1005,"Latin","c d","b d","m m n n","llnn","llmm",68513,0
3799,"child",8,5,1146,1003,"Symbol","@ %","@ ^","# ~","#{","#{",17662,1
3801,"child",9,5,1147,1003,"Latin","e f","e h","k l","kn","kn",15648,1
3799,"child",8,5,1148,1004,"Symbol","! ^","! # #","$ {","$??","$??",10500,1
3799,"child",8,5,1149,1005,"Symbol","^ #","! #","? ? : :","{{::","{{::",11065,1
3801,"child",9,5,1150,1004,"Latin","d e","d f f","g h","gii","gii",34657,1
